,RDDT,TTAN,AAPL,ABNB,AMZN,APP,ASML,AVGO,AXP,BROS,CEF,CELH,CMG,CPNG,CRWD,DASH,DDOG,DOCU,ELF,EME,ENPH,FIX,GEHC,GRAB,HIMS,HOOD,HWM,INTC,IONQ,KD,KNSL,LRCX,MA,MELI,META,MNST,MSFT,NFLX,NVDA,PGR,PRYMY,QBTS,QQQ,RACE,RBLX,RELY,RGTI,RKLB,SHOP,SMCI,SNOW,SPOT,STN,STRL,TMC,TOST,TSLA,TSM,TTD,U,UBER,V,VEEV,VOO,WING,XYZ,ZG,EMBJ,GLW,KRYS
2023-01-04,,,124.36566925048828,88.72000122070312,85.13999938964844,10.899999618530272,554.6809692382812,53.56525039672851,144.70693969726562,29.260000228881836,18.079999923706055,33.63666534423828,27.520999908447266,15.630000114440918,104.36499786376952,48.93000030517578,68.95999908447266,56.27000045776367,55.970001220703125,144.0983123779297,251.63999938964844,113.45718383789062,60.19491958618164,3.5,6.610000133514404,8.359999656677246,39.155643463134766,26.69120979309082,3.609999895095825,12.050000190734863,256.3466491699219,40.89298248291016,348.4376525878906,837.4400024414062,126.37825012207033,51.07500076293945,223.24082946777344,30.94099998474121,14.73345184326172,119.81392669677734,17.402801513671875,1.2899999618530271,261.0335998535156,214.9950408935547,29.040000915527344,11.229999542236328,0.8140000104904175,4.039999961853027,37.540000915527344,8.225000381469727,130.44000244140625,81.33000183105469,47.63079071044922,33.36000061035156,0.7910000085830688,18.420000076293945,113.63999938964844,72.63375854492188,44.310001373291016,28.329999923706055,25.90999984741211,207.43080139160156,166.42999267578125,338.265625,134.78118896484375,66.30000305175781,34.7400016784668,,,
2023-01-05,,,123.04679870605467,87.70999908447266,83.12000274658203,9.850000381469728,549.3267211914062,53.066165924072266,141.24404907226562,29.700000762939453,17.8700008392334,33.74333190917969,27.283199310302734,15.8100004196167,94.88999938964844,47.130001068115234,63.5,53.93000030517578,55.61000061035156,141.08636474609375,240.3699951171875,110.47460174560548,58.712188720703125,3.4800000190734863,6.099999904632568,8.109999656677246,38.92793273925781,26.57549285888672,3.640000104904175,12.140000343322754,255.57069396972656,40.37028121948242,345.1215515136719,856.0900268554688,125.95159912109376,50.189998626708984,216.62448120117188,30.969999313354492,14.249961853027344,120.17024993896484,16.954864501953125,1.149999976158142,256.947265625,211.4814453125,29.979999542236328,11.140000343322754,0.7630000114440918,4.170000076293945,35.95000076293945,8.024999618530273,121.55999755859376,81.58000183105469,46.95427322387695,31.61000061035156,0.8349999785423279,17.280000686645508,110.33999633789062,72.07225799560547,42.59000015258789,26.079999923706055,25.549999237060547,205.9673309326172,161.1199951171875,334.57122802734375,130.6439666748047,64.70999908447266,34.25,,,
2023-01-06,,,127.57421112060548,88.5199966430664,86.08000183105469,9.720000267028809,578.9931640625,56.260536193847656,144.85165405273438,29.530000686645508,18.219999313354492,32.41999816894531,28.041200637817383,16.709999084472656,94.72000122070312,48.0,64.13999938964844,54.540000915527344,58.04999923706055,146.2780303955078,233.6499938964844,112.35105895996094,58.66242218017578,3.4700000286102295,6.130000114440918,8.25,40.05657196044922,27.703699111938477,3.7699999809265137,12.670000076293944,270.4930114746094,43.10093307495117,361.3065185546875,873.469970703125,129.0076141357422,51.21500015258789,219.17745971679688,31.55500030517578,14.84333610534668,122.9842300415039,17.536230087280273,1.100000023841858,264.03936767578125,219.31118774414065,28.8799991607666,11.020000457763672,0.75,4.230000019073486,36.849998474121094,8.439000129699707,124.05999755859376,83.54000091552734,48.40534973144531,31.979999542236328,0.8410000205039978,17.43000030517578,113.05999755859376,74.29920959472656,42.290000915527344,27.25,26.399999618530273,212.4455718994141,159.61000061035156,342.1807861328125,135.4921417236328,68.98999786376953,34.959999084472656,,,
2023-01-09,,,128.09584045410156,89.23999786376953,87.36000061035156,10.18000030517578,603.7522583007812,55.15717697143555,145.073486328125,31.450000762939453,18.209999084472656,32.55666732788086,28.934799194335938,17.8700008392334,96.56999969482422,48.04999923706055,65.94000244140625,56.5099983215332,55.7599983215332,143.70199584960938,227.94000244140625,113.20040893554688,57.81657409667969,3.7200000286102295,6.460000038146973,8.550000190734863,39.68035888671875,28.26297950744629,3.809999942779541,12.600000381469728,271.47796630859375,43.794002532958984,364.54937744140625,897.3099975585938,128.46189880371094,50.57500076293945,221.3114318847656,31.517000198364254,15.611526489257812,120.60879516601562,17.736371994018555,1.0499999523162842,265.7486267089844,223.90138244628903,30.770000457763672,11.609999656677246,0.7599999904632568,4.21999979019165,37.189998626708984,8.47700023651123,134.42999267578125,85.04000091552734,48.40534973144531,32.189998626708984,0.8399999737739563,17.989999771118164,119.7699966430664,76.43104553222656,43.9900016784668,29.229999542236328,27.399999618530273,213.27488708496097,161.0800018310547,341.9313049316406,142.0386505126953,69.05999755859375,37.779998779296875,,,
2023-01-10,,,128.6667022705078,88.54000091552734,89.87000274658203,10.369999885559082,615.4711303710938,54.969783782958984,146.61685180664062,32.720001220703125,18.290000915527344,33.746665954589844,29.028600692749023,18.1299991607666,95.66999816894533,48.040000915527344,66.7699966430664,58.04999923706055,51.150001525878906,145.69346618652344,229.8300018310547,113.97074127197266,59.70730209350586,3.7200000286102295,6.769999980926514,8.720000267028809,40.14566421508789,28.388338088989254,3.809999942779541,12.449999809265137,279.6752624511719,44.39220428466797,364.5886840820313,915.780029296875,131.95448303222656,50.26499938964844,222.99722290039065,32.75400161743164,15.892230033874512,121.53157806396484,17.717309951782227,1.1100000143051147,267.9979553222656,227.01368713378903,32.0099983215332,11.609999656677246,0.7749999761581421,4.380000114440918,36.5,7.836999893188477,137.94000244140625,90.79000091552734,49.3956184387207,32.91999816894531,0.8730000257492065,18.31999969482422,118.8499984741211,77.34465026855469,44.84000015258789,31.13999938964844,28.040000915527344,215.7041931152344,161.1999969482422,344.36865234375,145.63282775878906,70.02999877929688,39.72999954223633,,,
2023-01-11,,,131.3831329345703,94.44000244140624,95.08999633789062,10.760000228881836,626.4417114257812,55.27669906616211,148.4688262939453,35.779998779296875,18.190000534057617,35.52333450317383,29.584199905395508,17.25,97.0,51.79999923706055,69.02999877929688,59.599998474121094,49.20000076293945,146.42665100097656,238.82000732421875,115.66944885253906,64.67296600341797,3.609999895095825,6.730000019073486,8.760000228881836,39.98726272583008,28.783693313598633,3.859999895095825,12.3100004196167,282.50067138671875,44.9429817199707,371.3201293945313,936.7999877929688,131.85525512695312,50.845001220703125,229.74024963378903,32.72600173950195,15.984131813049316,120.8280792236328,17.946043014526367,1.1100000143051147,272.6343994140625,228.7362365722656,32.900001525878906,11.630000114440918,0.7990000247955322,4.510000228881836,36.439998626708984,7.560999870300293,139.7100067138672,91.75,50.3466682434082,32.81999969482422,0.8840000033378601,19.239999771118164,123.22000122070312,77.83003234863281,47.310001373291016,32.560001373291016,28.350000381469727,216.6896209716797,165.30999755859375,348.7635498046875,148.52590942382812,71.66999816894531,41.06999969482422,,,
2023-01-12,,,131.30441284179688,98.48999786376952,95.2699966430664,10.68000030517578,634.0986938476562,55.6400260925293,149.43344116210938,35.290000915527344,18.5,35.46666717529297,30.249399185180664,16.90999984741211,97.9800033569336,52.029998779296875,69.20999908447266,58.70000076293945,49.9900016784668,150.44920349121094,241.72000122070312,119.2939910888672,65.32975006103516,3.609999895095825,7.099999904632568,9.039999961853027,40.26447296142578,29.207977294921875,4.050000190734863,12.529999732971191,287.5244445800781,45.49859619140625,373.2363586425781,1024.31005859375,135.64552307128906,50.02000045776367,232.41015625,33.01300048828125,16.493593215942383,121.45848846435548,18.09853172302246,1.340000033378601,274.1078186035156,230.82090759277344,33.18000030517578,11.81999969482422,0.8479999899864197,4.829999923706055,36.7599983215332,8.045000076293945,142.13999938964844,91.1999969482422,50.67021942138672,33.16999816894531,0.7799999713897705,19.549999237060547,123.55999755859376,82.79790496826172,46.70000076293945,31.36000061035156,29.030000686645508,218.1725921630859,162.57000732421875,350.068603515625,149.3948516845703,71.80000305175781,42.06999969482422,,,
2023-01-13,,,132.633056640625,100.37000274658205,98.12000274658205,10.8100004196167,641.0269775390625,55.35892868041992,150.24366760253906,34.689998626708984,18.729999542236328,36.72666549682617,30.49139976501465,16.90999984741211,99.52999877929688,52.34000015258789,70.47000122070312,58.34000015258789,52.75,151.43106079101562,245.8300018310547,122.69139862060548,65.12078857421875,3.5799999237060547,7.53000020980835,9.31999969482422,40.34366607666016,29.03440284729004,4.409999847412109,12.56999969482422,289.49420166015625,45.84998321533203,369.0206604003906,1082.9200439453125,135.9134063720703,51.040000915527344,233.11175537109375,33.28200149536133,16.881183624267578,122.107177734375,18.193838119506836,1.6799999475479126,275.9938659667969,230.89920043945312,33.209999084472656,12.0,0.9200000166893004,4.96999979019165,38.88999938964844,8.057999610900879,140.8699951171875,92.05999755859376,50.709442138671875,33.869998931884766,0.8500000238418579,19.90999984741211,122.4000015258789,82.60755920410156,47.029998779296875,31.56999969482422,29.440000534057617,217.62619018554688,164.24000549316406,351.43121337890625,144.16159057617188,71.6500015258789,42.22999954223633,,,
2023-01-17,,,133.7944793701172,101.2699966430664,96.0500030517578,10.899999618530272,639.5695190429688,55.38187026977539,148.30487060546875,35.619998931884766,18.5,37.560001373291016,31.030799865722656,17.0,104.43000030517578,54.470001220703125,73.05999755859375,59.720001220703125,53.619998931884766,147.1763916015625,251.05999755859375,118.3162612915039,63.02106857299805,3.9700000286102295,7.679999828338623,9.520000457763672,40.205074310302734,28.542621612548828,4.349999904632568,12.579999923706056,284.6295471191406,45.59056091308594,368.5096740722656,1070.0,134.30604553222656,51.084999084472656,234.20314025878903,32.62200164794922,17.683338165283203,119.40283203125,18.756139755249023,1.5099999904632568,276.55377197265625,232.7979278564453,37.119998931884766,12.079999923706056,1.0,5.480000019073486,39.97999954223633,8.482999801635742,145.72000122070312,91.75,50.66041564941406,32.349998474121094,0.8799999952316284,20.170000076293945,131.49000549316406,84.69178771972656,47.06999969482422,32.380001068115234,29.200000762939453,217.56768798828125,163.6300048828125,350.8938293457031,146.2252655029297,75.0999984741211,41.66999816894531,,,
2023-01-18,,,133.07595825195312,101.11000061035156,95.45999908447266,10.699999809265137,633.8364868164062,54.908592224121094,145.09278869628906,33.630001068115234,18.350000381469727,33.94333267211914,30.240800857543945,17.0,101.0,55.310001373291016,69.69999694824219,57.5,53.63999938964844,146.0160369873047,250.30999755859375,117.38788604736328,61.77716064453125,3.7100000381469727,7.730000019073486,9.3100004196167,39.135833740234375,27.780841827392575,4.199999809265137,12.050000190734863,278.491455078125,45.19368362426758,362.5349426269531,1068.9200439453125,131.9842529296875,50.369998931884766,229.77923583984375,32.632999420166016,17.358684539794922,117.15526580810548,18.794261932373047,1.4500000476837158,272.9585876464844,234.60855102539065,35.7599983215332,11.979999542236328,0.9459999799728394,5.170000076293945,39.16999816894531,7.88700008392334,140.11000061035156,92.7300033569336,50.0721435546875,31.850000381469727,0.8399999737739563,20.299999237060547,128.77999877929688,85.14861297607422,45.68000030517578,30.68000030517578,28.959999084472656,214.1139373779297,160.27000427246094,345.1938781738281,142.7693328857422,72.11000061035156,41.369998931884766,,,
